Geographic Area Name,Meaning of NAICS code,Meaning of Sex code,Meaning of Ethnicity code,Meaning of Race code,Meaning of Veteran code,Year,Number of employer firms,"Sales, value of shipments, or revenue of employer firms ($1,000)",Number of employees,"Annual payroll ($1,000)",Relative standard error of employer firms (%)
Maryland,Management of companies and enterprises,Equally male/female,Total,Total,Nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Management of companies and enterprises,Total,Equally Hispanic/non-Hispanic,Total,Nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Management of companies and enterprises,Male,Equally Hispanic/non-Hispanic,Total,Nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Management of companies and enterprises,Equally male/female,Equally Hispanic/non-Hispanic,Total,Nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Management of companies and enterprises,Total,Non-Hispanic,Total,Nonveteran,2019,168,S,10221,1143416,47.7
Maryland,Management of companies and enterprises,Female,Non-Hispanic,Total,Nonveteran,2019,S,S,250 to 499 employees,S,S
Maryland,Management of companies and enterprises,Male,Non-Hispanic,Total,Nonveteran,2019,118,S,9838,1075141,56.5
Maryland,Management of companies and enterprises,Equally male/female,Non-Hispanic,Total,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Management of companies and enterprises,Total,Total,White,Nonveteran,2019,165,S,10578,1174584,49
Maryland,Management of companies and enterprises,Female,Total,White,Nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Management of companies and enterprises,Male,Total,White,Nonveteran,2019,119,S,10129,1106368,58.2
Maryland,Management of companies and enterprises,Equally male/female,Total,White,Nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Management of companies and enterprises,Total,Equally Hispanic/non-Hispanic,White,Nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Management of companies and enterprises,Total,Non-Hispanic,White,Nonveteran,2019,161,S,10103,1129874,49
Maryland,Management of companies and enterprises,Total,Total,Black or African American,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Management of companies and enterprises,Female,Total,Black or African American,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Management of companies and enterprises,Male,Total,Black or African American,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Management of companies and enterprises,Total,Non-Hispanic,Black or African American,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Management of companies and enterprises,Total,Total,Asian,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Management of companies and enterprises,Female,Total,Asian,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Management of companies and enterprises,Male,Total,Asian,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Management of companies and enterprises,Total,Non-Hispanic,Asian,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Management of companies and enterprises,Total,Total,Minority,Nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Management of companies and enterprises,Total,Total,Equally minority/nonminority,Nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Management of companies and enterprises,Total,Total,Nonminority,Nonveteran,2019,161,S,10103,1129874,49
Maryland,Management of companies and enterprises,Classifiable,Classifiable,Classifiable,Classifiable,2019,182,S,13486,1342837,45.1
Maryland,Management of companies and enterprises,Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,2019,239,S,36681,4438169,1
Maryland,Administrative and support and waste management and remediation services,Total,Total,Total,Total,2019,7465,W,218516,9731459,9.8
Maryland,Administrative and support and waste management and remediation services,Female,Total,Total,Total,2019,1789,U,54170,1892367,16.5
Maryland,Administrative and support and waste management and remediation services,Male,Total,Total,Total,2019,4451,W,85191,3461172,11.6
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Total,Total,Total,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Total,Hispanic,Total,Total,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Female,Hispanic,Total,Total,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Male,Hispanic,Total,Total,2019,196,R,1755,53739,42.2
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Hispanic,Total,Total,2019,D,D,100 to 249 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Equally Hispanic/non-Hispanic,Total,Total,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Male,Equally Hispanic/non-Hispanic,Total,Total,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Equally Hispanic/non-Hispanic,Total,Total,2019,S,S,250 to 499 employees,S,S
Maryland,Administrative and support and waste management and remediation services,Total,Non-Hispanic,Total,Total,2019,6359,W,135967,5447014,12.7
Maryland,Administrative and support and waste management and remediation services,Female,Non-Hispanic,Total,Total,2019,1509,U,48138,1782737,22.2
Maryland,Administrative and support and waste management and remediation services,Male,Non-Hispanic,Total,Total,2019,4155,W,79149,3306538,12.9
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Non-Hispanic,Total,Total,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Total,Total,White,Total,2019,6297,W,141302,5426392,9.8
Maryland,Administrative and support and waste management and remediation services,Female,Total,White,Total,2019,1623,U,52303,1790026,12.5
Maryland,Administrative and support and waste management and remediation services,Male,Total,White,Total,2019,4003,W,80822,3284422,11.3
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Total,White,Total,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Total,Hispanic,White,Total,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Female,Hispanic,White,Total,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Male,Hispanic,White,Total,2019,196,R,1755,53739,42.2
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Hispanic,White,Total,2019,D,D,100 to 249 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Equally Hispanic/non-Hispanic,White,Total,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Male,Equally Hispanic/non-Hispanic,White,Total,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Equally Hispanic/non-Hispanic,White,Total,2019,D,D,100 to 249 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Non-Hispanic,White,Total,2019,5631,W,128869,5141165,12
Maryland,Administrative and support and waste management and remediation services,Female,Non-Hispanic,White,Total,2019,1343,U,46271,1680395,17.8
Maryland,Administrative and support and waste management and remediation services,Male,Non-Hispanic,White,Total,2019,3708,W,74781,3129788,12.9
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Non-Hispanic,White,Total,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Total,Total,Black or African American,Total,2019,416,R,4021,106011,24.2
Maryland,Administrative and support and waste management and remediation services,Female,Total,Black or African American,Total,2019,S,S,500 to 999 employees,S,S
Maryland,Administrative and support and waste management and remediation services,Male,Total,Black or African American,Total,2019,237,R,2679,61314,33.2
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Total,Black or African American,Total,2019,S,S,500 to 999 employees,S,S
Maryland,Administrative and support and waste management and remediation services,Total,Non-Hispanic,Black or African American,Total,2019,416,R,4021,106011,24.2
Maryland,Administrative and support and waste management and remediation services,Female,Non-Hispanic,Black or African American,Total,2019,S,S,500 to 999 employees,S,S
Maryland,Administrative and support and waste management and remediation services,Male,Non-Hispanic,Black or African American,Total,2019,237,R,2679,61314,33.2
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Non-Hispanic,Black or African American,Total,2019,S,S,500 to 999 employees,S,S
Maryland,Administrative and support and waste management and remediation services,Total,Total,American Indian and Alaska Native,Total,2019,D,D,100 to 249 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Female,Total,American Indian and Alaska Native,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Male,Total,American Indian and Alaska Native,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Non-Hispanic,American Indian and Alaska Native,Total,2019,D,D,100 to 249 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Female,Non-Hispanic,American Indian and Alaska Native,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Male,Non-Hispanic,American Indian and Alaska Native,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Total,Asian,Total,2019,306,R,2947,194736,50.6
Maryland,Administrative and support and waste management and remediation services,Female,Total,Asian,Total,2019,68,R,1147,69878,95.8
Maryland,Administrative and support and waste management and remediation services,Male,Total,Asian,Total,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Total,Asian,Total,2019,40,L,147,11517,122.3
Maryland,Administrative and support and waste management and remediation services,Total,Non-Hispanic,Asian,Total,2019,306,R,2947,194736,50.6
Maryland,Administrative and support and waste management and remediation services,Female,Non-Hispanic,Asian,Total,2019,68,R,1147,69878,95.8
Maryland,Administrative and support and waste management and remediation services,Male,Non-Hispanic,Asian,Total,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Non-Hispanic,Asian,Total,2019,40,L,147,11517,122.3
Maryland,Administrative and support and waste management and remediation services,Total,Total,Native Hawaiian and Other Pacific Islander,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Male,Total,Native Hawaiian and Other Pacific Islander,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Male,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Total,Minority,Total,2019,1265,U,14995,477549,25.2
Maryland,Administrative and support and waste management and remediation services,Female,Total,Minority,Total,2019,476,T,7994,219610,28.4
Maryland,Administrative and support and waste management and remediation services,Male,Total,Minority,Total,2019,642,T,6123,230489,27.2
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Total,Minority,Total,2019,S,S,500 to 999 employees,S,S
Maryland,Administrative and support and waste management and remediation services,Total,Total,Equally minority/nonminority,Total,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Male,Total,Equally minority/nonminority,Total,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Total,Equally minority/nonminority,Total,2019,S,S,500 to 999 employees,S,S
Maryland,Administrative and support and waste management and remediation services,Total,Total,Nonminority,Total,2019,5600,W,128773,5133527,11.9
Maryland,Administrative and support and waste management and remediation services,Female,Total,Nonminority,Total,2019,1312,U,46175,1672758,17.9
Maryland,Administrative and support and waste management and remediation services,Male,Total,Nonminority,Total,2019,3708,W,74781,3129788,12.9
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Total,Nonminority,Total,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Total,Total,Total,Veteran,2019,472,T,7932,286154,36.9
Maryland,Administrative and support and waste management and remediation services,Female,Total,Total,Veteran,2019,D,D,0 to 19 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Male,Total,Total,Veteran,2019,471,T,7931,285991,36.9
Maryland,Administrative and support and waste management and remediation services,Total,Hispanic,Total,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Female,Hispanic,Total,Veteran,2019,D,D,0 to 19 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Male,Hispanic,Total,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Non-Hispanic,Total,Veteran,2019,470,T,7822,281286,37
Maryland,Administrative and support and waste management and remediation services,Male,Non-Hispanic,Total,Veteran,2019,470,T,7822,281286,37
Maryland,Administrative and support and waste management and remediation services,Total,Total,White,Veteran,2019,408,T,6684,225033,37
Maryland,Administrative and support and waste management and remediation services,Female,Total,White,Veteran,2019,D,D,0 to 19 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Male,Total,White,Veteran,2019,407,T,6683,224870,37.1
Maryland,Administrative and support and waste management and remediation services,Total,Hispanic,White,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Non-Hispanic,White,Veteran,2019,406,T,6574,220165,37.2
Maryland,Administrative and support and waste management and remediation services,Total,Total,Black or African American,Veteran,2019,D,D,500 to 999 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Male,Total,Black or African American,Veteran,2019,D,D,500 to 999 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Non-Hispanic,Black or African American,Veteran,2019,D,D,500 to 999 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Total,Asian,Veteran,2019,D,D,500 to 999 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Male,Total,Asian,Veteran,2019,D,D,500 to 999 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Non-Hispanic,Asian,Veteran,2019,D,D,500 to 999 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Total,Native Hawaiian and Other Pacific Islander,Veteran,2019,D,D,0 to 19 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Male,Total,Native Hawaiian and Other Pacific Islander,Veteran,2019,D,D,0 to 19 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Veteran,2019,D,D,0 to 19 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Total,Minority,Veteran,2019,D,D,"1,000 to 2,499 employees",D,D
Maryland,Administrative and support and waste management and remediation services,Total,Total,Nonminority,Veteran,2019,406,T,6574,220165,37.2
Maryland,Administrative and support and waste management and remediation services,Total,Total,Total,Equally veteran/nonveteran,2019,270,R,2553,148727,52.6
Maryland,Administrative and support and waste management and remediation services,Male,Total,Total,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Total,Total,Equally veteran/nonveteran,2019,268,R,2169,135206,53
Maryland,Administrative and support and waste management and remediation services,Total,Equally Hispanic/non-Hispanic,Total,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Male,Equally Hispanic/non-Hispanic,Total,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Non-Hispanic,Total,Equally veteran/nonveteran,2019,268,R,2169,135206,53
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Non-Hispanic,Total,Equally veteran/nonveteran,2019,268,R,2169,135206,53
Maryland,Administrative and support and waste management and remediation services,Total,Total,White,Equally veteran/nonveteran,2019,235,R,2275,146347,44.2
Maryland,Administrative and support and waste management and remediation services,Male,Total,White,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Total,White,Equally veteran/nonveteran,2019,233,R,1891,132825,44.5
Maryland,Administrative and support and waste management and remediation services,Total,Equally Hispanic/non-Hispanic,White,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Non-Hispanic,White,Equally veteran/nonveteran,2019,233,R,1891,132825,44.5
Maryland,Administrative and support and waste management and remediation services,Total,Total,Black or African American,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Total,Black or African American,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Non-Hispanic,Black or African American,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Total,Minority,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Total,Equally minority/nonminority,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Total,Nonminority,Equally veteran/nonveteran,2019,233,R,1891,132825,44.5
Maryland,Administrative and support and waste management and remediation services,Total,Total,Total,Nonveteran,2019,6325,W,138157,5301476,10.5
Maryland,Administrative and support and waste management and remediation services,Female,Total,Total,Nonveteran,2019,1788,U,54169,1892204,16.5
Maryland,Administrative and support and waste management and remediation services,Male,Total,Total,Nonveteran,2019,3976,W,76876,3161660,12.4
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Total,Total,Nonveteran,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Total,Hispanic,Total,Nonveteran,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Female,Hispanic,Total,Nonveteran,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Male,Hispanic,Total,Nonveteran,2019,195,O,1646,49034,42.4
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Hispanic,Total,Nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Equally Hispanic/non-Hispanic,Total,Nonveteran,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Male,Equally Hispanic/non-Hispanic,Total,Nonveteran,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Equally Hispanic/non-Hispanic,Total,Nonveteran,2019,S,S,250 to 499 employees,S,S
Maryland,Administrative and support and waste management and remediation services,Total,Non-Hispanic,Total,Nonveteran,2019,5621,W,125976,5030523,12.6
Maryland,Administrative and support and waste management and remediation services,Female,Non-Hispanic,Total,Nonveteran,2019,1509,U,48138,1782737,22.2
Maryland,Administrative and support and waste management and remediation services,Male,Non-Hispanic,Total,Nonveteran,2019,3684,W,71327,3025253,13.7
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Non-Hispanic,Total,Nonveteran,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Total,Total,White,Nonveteran,2019,5654,W,132343,5055012,9.7
Maryland,Administrative and support and waste management and remediation services,Female,Total,White,Nonveteran,2019,1622,U,52302,1789863,12.5
Maryland,Administrative and support and waste management and remediation services,Male,Total,White,Nonveteran,2019,3595,W,73755,3046031,11.7
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Total,White,Nonveteran,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Total,Hispanic,White,Nonveteran,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Total,Equally Hispanic/non-Hispanic,White,Nonveteran,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Total,Non-Hispanic,White,Nonveteran,2019,4992,W,120404,4788175,11.7
Maryland,Administrative and support and waste management and remediation services,Total,Total,Black or African American,Nonveteran,2019,350,R,3141,97569,30.7
Maryland,Administrative and support and waste management and remediation services,Female,Total,Black or African American,Nonveteran,2019,S,S,500 to 999 employees,S,S
Maryland,Administrative and support and waste management and remediation services,Male,Total,Black or African American,Nonveteran,2019,206,R,2078,55252,41.3
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Total,Black or African American,Nonveteran,2019,S,S,250 to 499 employees,S,S
Maryland,Administrative and support and waste management and remediation services,Total,Non-Hispanic,Black or African American,Nonveteran,2019,350,R,3141,97569,30.7
Maryland,Administrative and support and waste management and remediation services,Total,Total,American Indian and Alaska Native,Nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Female,Total,American Indian and Alaska Native,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Male,Total,American Indian and Alaska Native,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Non-Hispanic,American Indian and Alaska Native,Nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Administrative and support and waste management and remediation services,Total,Total,Asian,Nonveteran,2019,273,R,2302,139677,45.1
Maryland,Administrative and support and waste management and remediation services,Female,Total,Asian,Nonveteran,2019,68,R,1147,69878,95.8
Maryland,Administrative and support and waste management and remediation services,Male,Total,Asian,Nonveteran,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Equally male/female,Total,Asian,Nonveteran,2019,40,L,147,11517,122.3
Maryland,Administrative and support and waste management and remediation services,Total,Non-Hispanic,Asian,Nonveteran,2019,273,R,2302,139677,45.1
Maryland,Administrative and support and waste management and remediation services,Total,Total,Minority,Nonveteran,2019,1164,U,13360,409179,25.4
Maryland,Administrative and support and waste management and remediation services,Total,Total,Equally minority/nonminority,Nonveteran,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Administrative and support and waste management and remediation services,Total,Total,Nonminority,Nonveteran,2019,4961,W,120308,4780537,11.7
Maryland,Administrative and support and waste management and remediation services,Classifiable,Classifiable,Classifiable,Classifiable,2019,7067,W,148641,5736357,10.6
Maryland,Administrative and support and waste management and remediation services,Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,2019,399,W,69875,3995102,19.1
Maryland,Educational services,Total,Total,Total,Total,2019,2219,W,82647,4118641,16.9
Maryland,Educational services,Female,Total,Total,Total,2019,653,R,5080,65669,29.2
Maryland,Educational services,Male,Total,Total,Total,2019,685,T,5916,318988,26.2
Maryland,Educational services,Equally male/female,Total,Total,Total,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Educational services,Total,Non-Hispanic,Total,Total,2019,1573,U,14361,463140,23
Maryland,Educational services,Female,Non-Hispanic,Total,Total,2019,653,R,5080,65669,29.2
Maryland,Educational services,Male,Non-Hispanic,Total,Total,2019,685,T,5916,318988,26.2
Maryland,Educational services,Equally male/female,Non-Hispanic,Total,Total,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Educational services,Total,Total,White,Total,2019,1076,U,11434,413390,32.6
Maryland,Educational services,Female,Total,White,Total,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Educational services,Male,Total,White,Total,2019,525,T,5545,307365,24.4
Maryland,Educational services,Equally male/female,Total,White,Total,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Educational services,Total,Non-Hispanic,White,Total,2019,1076,U,11434,413390,32.6
Maryland,Educational services,Female,Non-Hispanic,White,Total,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Educational services,Male,Non-Hispanic,White,Total,2019,525,T,5545,307365,24.4
Maryland,Educational services,Equally male/female,Non-Hispanic,White,Total,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Educational services,Total,Total,Black or African American,Total,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Educational services,Female,Total,Black or African American,Total,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Educational services,Male,Total,Black or African American,Total,2019,D,D,250 to 499 employees,D,D
Maryland,Educational services,Equally male/female,Total,Black or African American,Total,2019,S,S,100 to 249 employees,S,S
Maryland,Educational services,Total,Non-Hispanic,Black or African American,Total,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Educational services,Female,Non-Hispanic,Black or African American,Total,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Educational services,Male,Non-Hispanic,Black or African American,Total,2019,D,D,250 to 499 employees,D,D
Maryland,Educational services,Equally male/female,Non-Hispanic,Black or African American,Total,2019,S,S,100 to 249 employees,S,S
Maryland,Educational services,Total,Total,American Indian and Alaska Native,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Educational services,Female,Total,American Indian and Alaska Native,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Educational services,Total,Non-Hispanic,American Indian and Alaska Native,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Educational services,Female,Non-Hispanic,American Indian and Alaska Native,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Educational services,Total,Total,Asian,Total,2019,S,S,500 to 999 employees,S,S
Maryland,Educational services,Female,Total,Asian,Total,2019,S,S,500 to 999 employees,S,S
Maryland,Educational services,Male,Total,Asian,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Educational services,Equally male/female,Total,Asian,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Educational services,Total,Non-Hispanic,Asian,Total,2019,S,S,500 to 999 employees,S,S
Maryland,Educational services,Female,Non-Hispanic,Asian,Total,2019,S,S,500 to 999 employees,S,S
Maryland,Educational services,Male,Non-Hispanic,Asian,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Educational services,Equally male/female,Non-Hispanic,Asian,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Educational services,Total,Total,Native Hawaiian and Other Pacific Islander,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Educational services,Female,Total,Native Hawaiian and Other Pacific Islander,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Educational services,Total,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Educational services,Female,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Educational services,Total,Total,Minority,Total,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Educational services,Female,Total,Minority,Total,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Educational services,Male,Total,Minority,Total,2019,S,S,250 to 499 employees,S,S
Maryland,Educational services,Equally male/female,Total,Minority,Total,2019,S,S,100 to 249 employees,S,S
Maryland,Educational services,Total,Total,Equally minority/nonminority,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Educational services,Male,Total,Equally minority/nonminority,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Educational services,Equally male/female,Total,Equally minority/nonminority,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Educational services,Total,Total,Nonminority,Total,2019,1045,U,11374,413297,29.6
Maryland,Educational services,Female,Total,Nonminority,Total,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Educational services,Male,Total,Nonminority,Total,2019,525,T,5545,307365,24.4
Maryland,Educational services,Equally male/female,Total,Nonminority,Total,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Educational services,Total,Total,Total,Veteran,2019,S,S,250 to 499 employees,S,S
Maryland,Educational services,Female,Total,Total,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Educational services,Male,Total,Total,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Educational services,Total,Non-Hispanic,Total,Veteran,2019,S,S,250 to 499 employees,S,S
Maryland,Educational services,Female,Non-Hispanic,Total,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Educational services,Male,Non-Hispanic,Total,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Educational services,Total,Total,White,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Educational services,Male,Total,White,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Educational services,Total,Non-Hispanic,White,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Educational services,Total,Total,Black or African American,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Educational services,Female,Total,Black or African American,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Educational services,Male,Total,Black or African American,Veteran,2019,D,D,0 to 19 employees,D,D
