geography,geography_label.value,industry,industry_label.value,ownercode,race_label.value,ethnicity,ethnicity_label.value,year,EmpS
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,All Races,A2,Hispanic or Latino,2018,1424
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,White Alone,A0,All Ethnicities,2018,22369
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,White Alone,A2,Hispanic or Latino,2018,1059
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,Black or African American Alone,A0,All Ethnicities,2018,5840
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,Black or African American Alone,A2,Hispanic or Latino,2018,150
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,All Races,A0,All Ethnicities,2018,18868
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,All Races,A2,Hispanic or Latino,2018,851
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,White Alone,A0,All Ethnicities,2018,13237
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,White Alone,A2,Hispanic or Latino,2018,663
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,Black or African American Alone,A0,All Ethnicities,2018,3726
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,Black or African American Alone,A2,Hispanic or Latino,2018,101
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,All Races,A0,All Ethnicities,2018,12597
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,All Races,A2,Hispanic or Latino,2018,488
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,White Alone,A0,All Ethnicities,2018,9595
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,White Alone,A2,Hispanic or Latino,2018,394
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,Black or African American Alone,A0,All Ethnicities,2018,1511
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,Black or African American Alone,A2,Hispanic or Latino,2018,37
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,All Races,A0,All Ethnicities,2018,5994
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,All Races,A2,Hispanic or Latino,2018,244
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,White Alone,A0,All Ethnicities,2018,4897
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,White Alone,A2,Hispanic or Latino,2018,186
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,Black or African American Alone,A0,All Ethnicities,2018,705
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,Black or African American Alone,A2,Hispanic or Latino,2018,27
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,All Races,A0,All Ethnicities,2018,1209
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,All Races,A2,Hispanic or Latino,2018,63
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,White Alone,A0,All Ethnicities,2018,917
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,White Alone,A2,Hispanic or Latino,2018,51
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,Black or African American Alone,A0,All Ethnicities,2018,190
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,Black or African American Alone,A2,Hispanic or Latino,2018,5
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,All Races,A0,All Ethnicities,2018,287
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,All Races,A2,Hispanic or Latino,2018,8
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,White Alone,A0,All Ethnicities,2018,225
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,White Alone,A2,Hispanic or Latino,2018,5
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,Black or African American Alone,A0,All Ethnicities,2018,47
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,Black or African American Alone,A2,Hispanic or Latino,2018,
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,All Races,A0,All Ethnicities,2018,1028179
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,All Races,A2,Hispanic or Latino,2018,62206
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,White Alone,A0,All Ethnicities,2018,653993
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,White Alone,A2,Hispanic or Latino,2018,48342
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,Black or African American Alone,A0,All Ethnicities,2018,283287
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,Black or African American Alone,A2,Hispanic or Latino,2018,6486
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,All Races,A0,All Ethnicities,2019,4446
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,All Races,A2,Hispanic or Latino,2019,77
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,White Alone,A0,All Ethnicities,2019,2455
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,White Alone,A2,Hispanic or Latino,2019,47
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,Black or African American Alone,A0,All Ethnicities,2019,1898
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,Black or African American Alone,A2,Hispanic or Latino,2019,17
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,All Races,A0,All Ethnicities,2019,14555
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,All Races,A2,Hispanic or Latino,2019,981
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,White Alone,A0,All Ethnicities,2019,5685
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,White Alone,A2,Hispanic or Latino,2019,691
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,Black or African American Alone,A0,All Ethnicities,2019,7645
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,Black or African American Alone,A2,Hispanic or Latino,2019,164
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Races,A0,All Ethnicities,2019,473
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Races,A2,Hispanic or Latino,2019,14
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,White Alone,A0,All Ethnicities,2019,355
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,White Alone,A2,Hispanic or Latino,2019,12
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,Black or African American Alone,A0,All Ethnicities,2019,96
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,Black or African American Alone,A2,Hispanic or Latino,2019,
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Races,A0,All Ethnicities,2019,1216
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Races,A2,Hispanic or Latino,2019,36
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,White Alone,A0,All Ethnicities,2019,849
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,White Alone,A2,Hispanic or Latino,2019,28
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,Black or African American Alone,A0,All Ethnicities,2019,210
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,Black or African American Alone,A2,Hispanic or Latino,2019,3
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,All Races,A0,All Ethnicities,2019,36755
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,All Races,A2,Hispanic or Latino,2019,1544
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,White Alone,A0,All Ethnicities,2019,24067
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,White Alone,A2,Hispanic or Latino,2019,1152
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,Black or African American Alone,A0,All Ethnicities,2019,6429
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,Black or African American Alone,A2,Hispanic or Latino,2019,164
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,All Races,A0,All Ethnicities,2019,19820
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,All Races,A2,Hispanic or Latino,2019,907
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,White Alone,A0,All Ethnicities,2019,13804
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,White Alone,A2,Hispanic or Latino,2019,716
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,Black or African American Alone,A0,All Ethnicities,2019,3947
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,Black or African American Alone,A2,Hispanic or Latino,2019,96
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,All Races,A0,All Ethnicities,2019,13588
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,All Races,A2,Hispanic or Latino,2019,560
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,White Alone,A0,All Ethnicities,2019,10173
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,White Alone,A2,Hispanic or Latino,2019,454
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,Black or African American Alone,A0,All Ethnicities,2019,1731
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,Black or African American Alone,A2,Hispanic or Latino,2019,45
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,All Races,A0,All Ethnicities,2019,6157
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,All Races,A2,Hispanic or Latino,2019,279
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,White Alone,A0,All Ethnicities,2019,4986
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,White Alone,A2,Hispanic or Latino,2019,221
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,Black or African American Alone,A0,All Ethnicities,2019,751
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,Black or African American Alone,A2,Hispanic or Latino,2019,26
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,All Races,A0,All Ethnicities,2019,1163
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,All Races,A2,Hispanic or Latino,2019,67
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,White Alone,A0,All Ethnicities,2019,898
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,White Alone,A2,Hispanic or Latino,2019,51
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,Black or African American Alone,A0,All Ethnicities,2019,168
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,Black or African American Alone,A2,Hispanic or Latino,2019,7
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,All Races,A0,All Ethnicities,2019,256
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,All Races,A2,Hispanic or Latino,2019,6
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,White Alone,A0,All Ethnicities,2019,212
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,White Alone,A2,Hispanic or Latino,2019,3
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,Black or African American Alone,A0,All Ethnicities,2019,34
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,Black or African American Alone,A2,Hispanic or Latino,2019,
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,All Races,A0,All Ethnicities,2019,1043508
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,All Races,A2,Hispanic or Latino,2019,65664
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,White Alone,A0,All Ethnicities,2019,660313
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,White Alone,A2,Hispanic or Latino,2019,51164
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,Black or African American Alone,A0,All Ethnicities,2019,289034
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,Black or African American Alone,A2,Hispanic or Latino,2019,6803
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,All Races,A0,All Ethnicities,2020,955188
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,All Races,A2,Hispanic or Latino,2020,62188
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,All Races,A0,All Ethnicities,2020,3807
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,All Races,A2,Hispanic or Latino,2020,71
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,White Alone,A0,All Ethnicities,2020,2047
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,White Alone,A2,Hispanic or Latino,2020,39
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,Black or African American Alone,A0,All Ethnicities,2020,1673
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,Black or African American Alone,A2,Hispanic or Latino,2020,22
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,All Races,A0,All Ethnicities,2020,18391
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,All Races,A2,Hispanic or Latino,2020,1385
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,White Alone,A0,All Ethnicities,2020,7399
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,White Alone,A2,Hispanic or Latino,2020,1006
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,Black or African American Alone,A0,All Ethnicities,2020,9235
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,Black or African American Alone,A2,Hispanic or Latino,2020,210
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Races,A0,All Ethnicities,2020,468
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Races,A2,Hispanic or Latino,2020,16
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,White Alone,A0,All Ethnicities,2020,354
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,White Alone,A2,Hispanic or Latino,2020,13
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,Black or African American Alone,A0,All Ethnicities,2020,91
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,Black or African American Alone,A2,Hispanic or Latino,2020,
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Races,A0,All Ethnicities,2020,966
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Races,A2,Hispanic or Latino,2020,37
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,White Alone,A0,All Ethnicities,2020,674
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,White Alone,A2,Hispanic or Latino,2020,28
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,Black or African American Alone,A0,All Ethnicities,2020,167
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,Black or African American Alone,A2,Hispanic or Latino,2020,
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,All Races,A0,All Ethnicities,2020,36986
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,All Races,A2,Hispanic or Latino,2020,1637
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,White Alone,A0,All Ethnicities,2020,24094
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,White Alone,A2,Hispanic or Latino,2020,1221
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,Black or African American Alone,A0,All Ethnicities,2020,6549
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,Black or African American Alone,A2,Hispanic or Latino,2020,176
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,All Races,A0,All Ethnicities,2020,20279
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,All Races,A2,Hispanic or Latino,2020,985
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,White Alone,A0,All Ethnicities,2020,13920
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,White Alone,A2,Hispanic or Latino,2020,775
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,Black or African American Alone,A0,All Ethnicities,2020,4110
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,Black or African American Alone,A2,Hispanic or Latino,2020,98
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,All Races,A0,All Ethnicities,2020,14556
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,All Races,A2,Hispanic or Latino,2020,622
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,White Alone,A0,All Ethnicities,2020,10681
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,White Alone,A2,Hispanic or Latino,2020,497
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,Black or African American Alone,A0,All Ethnicities,2020,1945
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,Black or African American Alone,A2,Hispanic or Latino,2020,52
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,All Races,A0,All Ethnicities,2020,5934
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,All Races,A2,Hispanic or Latino,2020,277
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,White Alone,A0,All Ethnicities,2020,4800
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,White Alone,A2,Hispanic or Latino,2020,214
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,Black or African American Alone,A0,All Ethnicities,2020,722
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,Black or African American Alone,A2,Hispanic or Latino,2020,32
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,All Races,A0,All Ethnicities,2020,340
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,All Races,A2,Hispanic or Latino,2020,15
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,White Alone,A0,All Ethnicities,2020,278
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,White Alone,A2,Hispanic or Latino,2020,11
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,Black or African American Alone,A0,All Ethnicities,2020,39
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,Black or African American Alone,A2,Hispanic or Latino,2020,
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,All Races,A0,All Ethnicities,2020,159
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,All Races,A2,Hispanic or Latino,2020,
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,White Alone,A0,All Ethnicities,2020,129
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,White Alone,A2,Hispanic or Latino,2020,
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,Black or African American Alone,A0,All Ethnicities,2020,24
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,Black or African American Alone,A2,Hispanic or Latino,2020,0
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,White Alone,A0,All Ethnicities,2020,608991
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,White Alone,A2,Hispanic or Latino,2020,48665
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,Black or African American Alone,A0,All Ethnicities,2020,257413
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,Black or African American Alone,A2,Hispanic or Latino,2020,6250
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,All Races,A0,All Ethnicities,2021,4647
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,All Races,A2,Hispanic or Latino,2021,97
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,White Alone,A0,All Ethnicities,2021,2627
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,White Alone,A2,Hispanic or Latino,2021,60
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,Black or African American Alone,A0,All Ethnicities,2021,1911
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,Black or African American Alone,A2,Hispanic or Latino,2021,23
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,All Races,A0,All Ethnicities,2021,6360
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,All Races,A2,Hispanic or Latino,2021,431
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,White Alone,A0,All Ethnicities,2021,3448
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,White Alone,A2,Hispanic or Latino,2021,327
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,Black or African American Alone,A0,All Ethnicities,2021,2299
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,Black or African American Alone,A2,Hispanic or Latino,2021,53
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Races,A0,All Ethnicities,2021,556
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Races,A2,Hispanic or Latino,2021,20
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,White Alone,A0,All Ethnicities,2021,427
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,White Alone,A2,Hispanic or Latino,2021,18
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,Black or African American Alone,A0,All Ethnicities,2021,104
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,Black or African American Alone,A2,Hispanic or Latino,2021,
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Races,A0,All Ethnicities,2021,1116
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Races,A2,Hispanic or Latino,2021,44
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,White Alone,A0,All Ethnicities,2021,773
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,White Alone,A2,Hispanic or Latino,2021,32
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,Black or African American Alone,A0,All Ethnicities,2021,193
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,Black or African American Alone,A2,Hispanic or Latino,2021,4
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,All Races,A0,All Ethnicities,2021,36554
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,All Races,A2,Hispanic or Latino,2021,1766
